worst-3,0.001,2
worst-4,0.001,2
worst-5,0.001,2
worst-6,0.001,2
worst-7,0.002,2
worst-8,0.005,2
worst-9,0.011,2
worst-10,0.063,2
worst-11,0.222,2
worst-12,0.936,2
worst-13,2.602,2
worst-14,12.227,2
worst-15,56.141,2
worst-16,230.723,2
worst-17,1050.842,2
worst-18,4051.983,2
